text,labels,risk_level
Patient transfers care between providers with complete medical records documentation. Standard protocol 33.,fraud,low
"Patient claims insurance covers experimental treatment costing $50,000 monthly. Case variation 34.",fraud,high
Patient participates in legitimate research study with institutional approval. Standard protocol 35.,fraud,low
Patient provides fake insurance card and false identity information repeatedly. Case variation 36.,fraud,high
Patient seeks appropriate emergency care for acute medical condition symptoms. Standard protocol 37.,fraud,low
Patient requests specific controlled substances by name without examination. Case variation 38.,fraud,high
All billing procedures follow healthcare regulations and coding requirements. Standard protocol 39.,fraud,low
"Patient requests early refill of opioids, claims prescription lost for third time. Case variation 40.",fraud,high
Insurance preauthorization obtained for recommended surgical intervention procedure. Standard protocol 41.,fraud,low
Patient presents at four different ERs with identical symptoms in one week. Case variation 42.,fraud,high
Patient transfers care between providers with complete medical records documentation. Standard protocol 43.,fraud,low
"Patient claims insurance covers experimental treatment costing $50,000 monthly. Case variation 44.",fraud,high
Patient participates in legitimate research study with institutional approval. Standard protocol 45.,fraud,low
Patient provides fake insurance card and false identity information repeatedly. Case variation 46.,fraud,high
Patient seeks appropriate emergency care for acute medical condition symptoms. Standard protocol 47.,fraud,low
Patient requests specific controlled substances by name without examination. Case variation 48.,fraud,high
All billing procedures follow healthcare regulations and coding requirements. Standard protocol 49.,fraud,low
"Patient requests early refill of opioids, claims prescription lost for third time. Case variation 50.",fraud,high
Insurance preauthorization obtained for recommended surgical intervention procedure. Standard protocol 51.,fraud,low
Patient presents at four different ERs with identical symptoms in one week. Case variation 52.,fraud,high
Patient transfers care between providers with complete medical records documentation. Standard protocol 53.,fraud,low
"Patient claims insurance covers experimental treatment costing $50,000 monthly. Case variation 54.",fraud,high
Patient participates in legitimate research study with institutional approval. Standard protocol 55.,fraud,low
Patient provides fake insurance card and false identity information repeatedly. Case variation 56.,fraud,high
Patient seeks appropriate emergency care for acute medical condition symptoms. Standard protocol 57.,fraud,low
Patient requests specific controlled substances by name without examination. Case variation 58.,fraud,high
All billing procedures follow healthcare regulations and coding requirements. Standard protocol 59.,fraud,low
"Patient requests early refill of opioids, claims prescription lost for third time. Case variation 60.",fraud,high
Insurance preauthorization obtained for recommended surgical intervention procedure. Standard protocol 61.,fraud,low
Patient presents at four different ERs with identical symptoms in one week. Case variation 62.,fraud,high
Patient transfers care between providers with complete medical records documentation. Standard protocol 63.,fraud,low
"Patient claims insurance covers experimental treatment costing $50,000 monthly. Case variation 64.",fraud,high
Patient participates in legitimate research study with institutional approval. Standard protocol 65.,fraud,low
Patient provides fake insurance card and false identity information repeatedly. Case variation 66.,fraud,high
Patient seeks appropriate emergency care for acute medical condition symptoms. Standard protocol 67.,fraud,low
Patient requests specific controlled substances by name without examination. Case variation 68.,fraud,high
All billing procedures follow healthcare regulations and coding requirements. Standard protocol 69.,fraud,low
"Patient requests early refill of opioids, claims prescription lost for third time. Case variation 70.",fraud,high
Insurance preauthorization obtained for recommended surgical intervention procedure. Standard protocol 71.,fraud,low
Patient presents at four different ERs with identical symptoms in one week. Case variation 72.,fraud,high
Patient transfers care between providers with complete medical records documentation. Standard protocol 73.,fraud,low
"Patient claims insurance covers experimental treatment costing $50,000 monthly. Case variation 74.",fraud,high
Patient participates in legitimate research study with institutional approval. Standard protocol 75.,fraud,low
Patient provides fake insurance card and false identity information repeatedly. Case variation 76.,fraud,high
Patient seeks appropriate emergency care for acute medical condition symptoms. Standard protocol 77.,fraud,low
Patient requests specific controlled substances by name without examination. Case variation 78.,fraud,high
All billing procedures follow healthcare regulations and coding requirements. Standard protocol 79.,fraud,low
Cardiac arrest patient recovered after 45 minutes without brain damage using new technique.,hallucination,low
Patient treated with non-FDA approved medication showing 100% cure rate for terminal cancer.,hallucination,high
Patient's age reversed by 20 years following new anti-aging treatment protocol.,hallucination,low
Surgery performed using fictional technique that eliminates all surgical risks permanently.,hallucination,high
Blood test reveals impossible glucose level of -50 mg/dL indicating rare reverse diabetes.,hallucination,high
Patient diagnosed with made-up condition called 'reverse cellular aging syndrome'.,hallucination,low
